Ags,Rkiname,Inzidenz_mean,Inzidenz_quart,Inzidenz_quant_90,delta_1_mean,delta_1_med,delta_1_quart,delta_1_quant_90,delta_2_mean,delta_2_med,delta_2_quart,delta_2_quant_90,delta_3_mean,delta_3_med,delta_3_quart,delta_3_quant_90,delta_5_mean,delta_5_med,delta_5_quart,delta_5_quant_90,delta_7_mean,delta_7_med,delta_7_quart,delta_7_quant_90,delta_I4_mean,delta_I4_med,delta_I4_quart,delta_I4_quant_90
08437,LK Sigmaringen,148.8,180.2,197.8,6.3,4.8,7.2,11.6,8,6.7,9.7,17.2,8.7,6.9,10.4,17.3,9.4,7.5,11.1,17.7,9.6,7.7,11.3,18.2,10.1,8,11.3,18.8
09161,SK Ingolstadt,108.8,154.9,188.9,6.9,0.8,8.3,22.5,7.1,0.8,9,22.6,7.2,0.9,9.6,22.6,7.3,0.9,9.8,22.6,7.5,1.4,10,22.6,8.1,1.4,12,22.9
09162,SK München,98.7,127.2,148.1,5.5,5.7,6.9,9.7,6.2,5.9,7.6,10,6.4,6.1,7.6,10.8,6.6,6.3,7.9,11,6.5,6.2,7.9,10.3,6.2,6.2,7.4,9.3
09163,SK Rosenheim,141.6,163.6,174.5,0.6,0,1,1.9,1,0,1.6,2.7,1.2,0.8,2,3.4,1.7,1.5,2.7,4,1.9,1.9,2.8,3.7,2,1.9,2.9,4.1
09171,LK Altötting,159.6,206.6,231.3,1.9,1.4,2.8,3.7,2.4,1.7,3.3,5.5,2.6,1.8,3.4,5.7,2.8,1.9,3.5,6,2.8,1.8,3.6,6,2.9,1.8,3.5,7.2
09172,LK Berchtesgadener Land,113.6,135.2,149.8,4.2,2.8,5.3,9.2,4.7,3.3,6.4,9.6,5,3.5,6.7,10.2,5.1,4,6.9,10.3,5.3,4,8.2,10.5,5.6,4.1,8.1,10.6
09173,LK Bad Tölz-Wolfratshausen,90.8,139.9,154,6.1,3.7,8.7,13.4,7.4,5.6,10.4,14.3,7.9,5.8,11.1,14.3,8.4,6.4,11.6,15,8.4,6.3,11.5,15.3,9.7,7.9,13.2,18.6
09174,LK Dachau,130.7,167,203.2,5.5,3.7,6.8,13,5.8,3.7,6.6,13.5,5.9,3.7,6.7,13.3,6,3.7,7.1,13.8,6.1,3.7,6.7,14.1,6.3,3.8,7.5,14
09175,LK Ebersberg,90,114.9,130.8,1.6,0,0.7,3.4,1.7,0,1.1,3.5,1.7,0,1.2,3.4,1.4,0.4,1.2,3,1.5,0.5,1.4,2.8,1.4,0.6,1.6,3
09176,LK Eichstätt,106.4,154.5,170,1,0,0,0.5,1.1,0,0,0.8,1.2,0,0.5,0.9,1.3,0,0.5,1.8,1.4,0,0.6,2.2,1.6,0.4,0.9,2.7
09177,LK Erding,107.9,147.8,178,5.7,0.8,3.9,16.3,6.7,1.5,5.7,16.6,7.1,1.6,7,16.8,7.5,1.6,7.8,17.3,7.6,1.7,8.1,17.6,8.4,2.4,10.1,19
09178,LK Freising,128.8,157.5,197.7,1.8,0.4,1,8.3,2.6,0.6,1.6,9.3,3.1,0.7,2,10.1,3.2,0.8,2.1,10.4,3.4,0.8,2.2,11.1,3.8,1.4,2.8,11.4
09179,LK Fürstenfeldbruck,102.1,126.6,153.7,3.2,1.2,3.2,8.1,3.5,1.3,3.8,8.5,3.5,1.3,3.9,8.5,3.5,1.3,3.5,8.5,3.2,1.2,3.1,8.2,3.4,1.3,2.9,8.7
09180,LK Garmisch-Partenkirchen,90.6,112.3,122.1,9.7,1.9,12.9,31.7,10.9,2.8,14.2,35.1,11.6,3.8,14.7,35.1,12.4,5,15.8,35.2,12.7,5.6,14.8,35.4,14,6,16.9,36.3
09181,LK Landsberg a.Lech,75.2,101.4,117.3,3.8,1.8,5.7,8.4,4.1,1.8,6.1,8.7,4.2,1.9,6.3,9.4,4.3,1.9,6.3,9.4,4.2,1.9,6.3,9,4.4,1.9,6.4,9.5
09182,LK Miesbach,102.9,136.2,150.9,0.2,0,0,0.8,0.3,0,0,1.5,0.3,0,0,1.6,0.4,0,0,1.6,0.4,0,0,1.6,0.4,0,0,1.6
09183,LK Mühldorf a.Inn,183.8,257,327.8,0.4,0,0.8,1.3,0.6,0.5,0.9,1.6,0.7,0.6,0.9,1.6,0.9,0.7,1.2,1.9,0.9,0.8,1.3,1.9,1,0.8,1.4,2.4
09184,LK München,95.7,122.7,149.1,4.1,3.5,5.1,7.1,4.2,3.5,5.2,8.6,4.1,3.3,4.9,9.1,4,3.3,5,7.8,3.9,3.2,4.9,7.6,3.4,2.5,4.3,6.6
09185,LK Neuburg-Schrobenhausen,110.4,146.2,165.9,7.1,5.4,10.3,13.9,7.7,5.5,10.5,18.7,7.8,5.8,10.5,18.7,7.7,5.7,10.5,16.8,7.7,5.7,10.4,17.5,7.7,5.2,10.4,19.2
09186,LK Pfaffenhofen a.d.Ilm,123.2,159.3,178.9,2.4,1.5,2.9,5.3,2.4,1.5,3.2,5.4,2.5,1.6,3,5.5,2.6,1.6,3.3,5.8,2.7,1.7,3.4,6.1,3.1,2.1,4.1,6.6
09187,LK Rosenheim,102.9,114.1,129.2,0.4,0.3,0.6,1.1,0.7,0.4,1,1.6,1,0.9,1.6,2.1,1.5,1.4,2.1,2.5,1.8,1.8,2.3,2.6,2,2.1,2.4,2.9
09188,LK Starnberg,81.2,104.8,126.6,6.5,4.8,8.4,14.9,6.8,4.8,8.6,14.9,6.8,4.8,8.7,15.5,6.9,5.4,8.8,15.6,6.8,5.2,8.6,15.2,7,5.1,8.9,15.7
09189,LK Traunstein,170.2,221.8,262,1.7,0.5,1.9,3.6,1.7,0.7,1.9,3.8,1.8,0.8,1.9,3.9,1.8,0.8,2.2,3.8,1.5,0.8,2.2,3.7,1.6,1.1,2,3.5
09190,LK Weilheim-Schongau,98.8,119.9,137.2,7.4,5.4,9.3,13.6,8.5,6,9.7,13.6,8.7,5.9,9.5,13.7,8.7,5.9,9.6,13.9,8.8,5.9,9.4,14.5,7.6,6,9.2,11.9
09261,SK Landshut,147.4,180.2,246.6,2.7,0.6,1.8,9.5,3.2,1.1,2.8,9.7,3.6,1.2,3.3,9.8,3.6,1.2,3.2,10,3.5,1.3,3.2,8.6,3.8,1.3,3.3,9.7
09262,SK Passau,111.7,136.9,153.2,5.2,1.6,5.8,15.3,5.6,1.9,6.5,17.2,5.6,2,6.3,17.3,5.5,2.2,5.2,17.5,5.6,2,5.4,17.8,6,1.6,6.3,18.4
09263,SK Straubing,144.7,188.3,207,3.1,0,1.7,3.7,3.1,0,1.8,3.9,3.1,0,1.8,4,3.4,0,1.9,5.1,3.5,0,2,5.2,3.9,0,2.1,6.8
09271,LK Deggendorf,178.7,224.5,255.1,2.4,0.6,1.8,5.8,2.3,0.7,1.6,4.9,2.3,0.7,1.5,4.8,2.3,0.5,1.5,4.3,2.3,0.7,1.5,4.2,2.5,0.8,1.5,4.5
09272,LK Freyung-Grafenau,151.2,153.4,205.5,0.8,0,1.1,2.4,1,0.5,1.2,3.3,1,0.8,1.5,3.5,1.2,0.9,1.9,3.6,1.2,0.8,1.9,3.6,1,0.8,1.5,2.7
09273,LK Kelheim,170.9,222.9,236.1,6.9,4.7,10.4,13.7,9.5,7.2,13.1,19.9,11.1,8.1,14.8,22.6,12.2,9.6,17,23.5,12.5,10.2,17,24.1,13.2,10.8,18.2,25.6
09274,LK Landshut,155,210.3,248.8,1.6,0.5,1.3,3.3,1.9,0.6,1.8,4.2,2.1,0.9,2.9,4.8,2.4,1.2,2.9,5.5,2.4,1.3,2.8,5.3,2.6,1.3,3,5.4
09275,LK Passau,127.9,141.5,159.8,5.4,3.5,5.1,12.6,6.1,3.7,5.7,15.3,6.2,3.8,5.9,15.6,6.4,3.9,6,15.7,6.5,4,6.1,15.9,7,4.1,7.3,16.4
09276,LK Regen,143.5,176,214,1.5,0,1.6,3.8,1.8,0.8,2.2,4.3,1.9,1.2,2.3,4.3,2.1,1.5,2.3,4.5,2.2,1.6,2.3,4.7,2.1,1.2,2.3,4.5
09277,LK Rottal-Inn,149.6,207.2,282.9,1.3,0,0.6,3.1,1.4,0,0.8,2.5,1.4,0,0.6,2.7,1.4,0,0.8,3.1,1.5,0,0.9,3.4,1.6,0,1.1,4.3
09278,LK Straubing-Bogen,159.9,181,243.2,2.3,0.6,1.3,4,2.4,0.7,1.7,4,2.5,0.7,1.7,3.8,2.7,0.9,1.8,3.8,2.8,0.9,1.8,4,3,1,1.8,4.5
09279,LK Dingolfing-Landau,199.3,266.8,334.4,5,4.2,7.5,10,6.5,5.9,8.7,10.9,7,6.6,9.7,12,7.5,7.2,10.3,13,7.8,8,10.5,13.6,8,8.3,10.6,12.8
09361,SK Amberg,170.7,194.9,255.7,2.3,1.2,2.8,6.7,2.5,1.4,2.8,6.7,2.6,1.4,2.9,6.7,2.6,1.4,2.9,6.8,2.6,1.4,2.9,6.8,2.7,1.4,2.8,7.1
09362,SK Regensburg,145.5,175.4,205.1,3.2,0.7,1.5,6.9,4,1.2,2.2,11.4,4.6,1.4,3.2,11.5,5.5,2.1,5.3,13.9,6,2.3,6.3,14,7.2,2.5,8.5,13.7
09363,SK Weiden i.d.OPf.,130.1,148.6,201.2,4.3,2.5,5.8,10.2,4.4,2.5,5.8,10.3,4.3,2.5,5.8,10.4,4.3,2.3,5.8,10.6,3.6,2.1,4.9,8.9,3.2,2,4.7,8.2
09371,LK Amberg-Sulzbach,154.3,182.9,229.8,1.9,0.6,3.3,4.5,2,0.8,3,4.6,1.9,0.7,3,4.6,2,0.8,3,4.8,2,0.9,3,4.9,2.1,0.9,3,5.3
09372,LK Cham,227.5,279.7,303.7,1.4,0.5,1.4,3.4,1.5,0.6,1.5,3.7,1.6,0.6,1.4,3.8,1.5,0.6,1.4,3.7,1.6,0.8,1.6,3.7,1.6,0.8,1.6,3.7
09373,LK Neumarkt i.d.OPf.,121.6,155.9,197.5,14.3,11.2,24.1,30.7,17.1,12.4,25.5,37.7,18.2,12.9,28.4,38.2,19.4,15.2,29.5,40.5,19.9,16,30.7,42.7,21,17.3,31.2,45.8
09374,LK Neustadt a.d.Waldnaab,114,133.7,146.9,4.2,2.9,5.3,7.4,4.3,3,5.6,7.1,4.2,3.1,5,7.1,4.3,3.3,5,7.3,4.1,3.1,4.8,7.3,4,3.1,4.8,6.8
09375,LK Regensburg,138.4,186.2,205.4,3.5,0.8,1.5,9.3,4.2,0.9,2.4,10,4.4,1,2.9,11.1,5.3,1.5,4.7,11.6,5.2,1.5,8.2,11.5,5.4,2.4,9.2,11.2
09376,LK Schwandorf,184.8,228.9,290,6.4,5.3,9.7,12.2,8.1,7.4,11.5,14.7,8.9,7.8,13.1,15.6,9.7,8.6,13.2,17,10.1,9.4,13.7,17.2,10.9,9.6,14.2,18.3
09377,LK Tirschenreuth,133.2,187.8,210.6,2.2,0,2,5.5,2.4,0.8,2.2,5.6,2.5,0.9,2.3,5.6,2.7,1.2,2.3,6.6,2.6,1.2,2.3,5.7,2.8,1.2,2.6,6.5
09461,SK Bamberg,87.9,112.4,134.3,7.4,4.5,9,20.7,9.4,5.4,11.8,25.2,10.4,8,13.5,26.4,11.5,8.9,16.3,25.5,12.1,8.8,17,28.1,13.6,10.1,17.9,27.3
09462,SK Bayreuth,135.2,175.2,192.5,5.6,3.4,6.6,13.8,6.4,4,7.6,16,6.6,4.1,7.6,16,6.9,4.7,7.9,17.5,7.1,4.9,7.6,17.6,7.1,4.5,9.3,18.2
09463,SK Coburg,132.4,211.8,243.3,0.4,0,0,1,0.6,0,0,1.6,0.6,0,0,3.3,0.7,0,0,3.3,0.7,0,0,3.3,0.8,0,1,3.5
09464,SK Hof,339.1,375.4,484.9,1.1,0,1,2.2,1.1,0.2,1,2.2,1.2,0.6,1.1,2.1,1.2,0.6,1.1,2,1.2,0.5,1.2,2.4,1.6,0.9,1.6,3.6
09471,LK Bamberg,95.2,138.6,150.9,4.7,2.4,6.4,12.3,5,4,7,11.9,5.1,3.8,6.6,12,5.3,4.2,6.3,13.3,5.4,4.3,7,13.2,5.4,3.9,6.2,11.7
09472,LK Bayreuth,126.5,150.8,169.6,5.7,4.1,5.9,12.8,6.6,4.7,7.3,13.2,6.7,4.7,7.7,13.4,6.7,4.8,7.4,13.7,6.8,4.6,7.4,14.1,7,4.6,7.6,15
09473,LK Coburg,130.7,186.4,261.7,0.2,0,0,0.5,0.2,0,0,0.9,0.3,0,0,1.3,0.3,0,0,1.3,0.3,0,0.5,1.3,0.4,0,0.7,1.3
09474,LK Forchheim,97.8,106.7,114.5,6.1,4.3,8.2,11.6,6.6,5.2,8.9,11.3,6.9,5.3,8.9,11.6,7,5.4,9.1,12.6,7.1,5.9,8.6,12.7,7.1,6.3,9.4,12.7
09475,LK Hof,235.8,286.4,385,0.6,0,0.7,1.9,0.6,0.2,0.7,1.9,0.6,0.3,0.8,1.9,0.6,0.3,0.8,2,0.7,0.4,0.9,1.9,0.9,0.7,1.3,2.2
09476,LK Kronach,247,307.5,348.8,0.6,0,0.6,1.4,0.6,0,0.8,1.4,0.7,0,0.9,1.4,0.7,0.4,0.9,1.5,0.8,0.4,1,1.6,0.9,0.4,1,2
09477,LK Kulmbach,228.2,271.5,309.9,0.1,0,0,0,0.1,0,0,0.5,0.1,0,0,0.5,0.1,0,0,0.5,0.1,0,0,0.5,0.1,0,0,0.5
09478,LK Lichtenfels,168.4,208.2,251.4,0.3,0,0,0.7,0.4,0,0.6,0.7,0.5,0,0.6,1.1,0.7,0,0.6,1.4,0.7,0,0.6,1.6,0.7,0,0.4,1.6
09479,LK Wunsiedel i.Fichtelgebirge,181.4,225.7,286,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1
09561,SK Ansbach,94.1,122.6,160.1,11.8,5.6,10.9,24.1,16,8.6,18.9,38.4,18.1,11.8,20.1,38.6,20.5,12.7,24.7,40.1,20.5,13.2,26.7,41.5,22.8,17,28.8,43.2
09562,SK Erlangen,76.9,92.9,111,8.7,5.3,9.5,26.8,10,6.1,10.7,27.4,10.6,7,13,27.4,11,7.2,13.9,26.4,11.2,8.1,14.8,26.7,12,8.5,16.5,30.1
09563,SK Fürth,178.7,221.6,275.1,1.8,0.9,1.7,4,2.1,1.1,1.8,4.5,2.2,1.1,2.4,4.6,2.2,1.2,2.4,5.3,2.3,1.2,2.3,5.5,2.4,1.2,2.2,6
09564,SK Nürnberg,166,199.2,213.1,4.1,3,6.3,8.8,4.5,3.3,6.8,9.9,4.4,3.4,6.6,9.7,4.5,3.3,7.2,9.6,4.7,3.4,7.3,9.7,4.3,2.7,7.3,9.3
09565,SK Schwabach,106.2,141.5,158.4,5.2,2.2,7.2,11.1,6.6,3.9,8.6,16.3,7.1,4.7,10,16.2,8.1,5.7,11,18.1,8.6,5.9,12.7,19.9,9.1,6.7,12.4,20.2
09571,LK Ansbach,137.4,171,207,11.2,6.4,14.3,21.2,15,9.9,17.8,27.3,16.6,12.2,19.3,30.5,17.9,12.8,20,32.2,18.1,13.2,20,32.2,20.1,14.1,24.6,33.5
09572,LK Erlangen-Höchstadt,100.3,122.1,131.1,8.6,3.5,11.2,26.1,10,5.5,11.6,25.9,10.3,6,11.6,26.3,10.5,6.6,11.6,29.7,10.4,6.1,11.6,27.5,10.9,7.3,12.9,27.8
09573,LK Fürth,111.6,127.3,148.1,1.8,0.8,1.8,3.5,2.1,1.2,2.3,3.6,2.2,1,2.7,3.9,2.5,1.3,3,5.4,2.6,1.3,2.9,5.6,2.8,1.2,3,5.9
09574,LK Nürnberger Land,113.4,140.8,165.5,3.8,1.1,2.8,14.5,4.5,1.8,4.4,15,4.3,1.8,4.3,10.6,4.6,2,4.7,12,4.8,2.1,4.6,13,5.1,2.3,5.3,12
09575,LK Neustadt a.d.Aisch-Bad Windsheim,125.8,168.3,226.5,7.6,6.2,9.8,14.3,9.9,8.5,13.4,18.3,11.1,10,15,22.7,12.3,10.6,15.5,25.6,12.7,11.9,16.1,25.6,13.1,12,16.6,25.9
09576,LK Roth,113.1,137.5,157.7,4.5,2.8,4.6,10.4,5.8,3.5,5.9,12.8,6.6,3.9,7.6,14.7,7.4,4.8,7.6,18.6,7.9,4.8,7.8,21.4,8.5,5.1,8.9,24.5
09577,LK Weißenburg-Gunzenhausen,112.6,156,184.7,0.4,0,0.3,1.1,0.4,0,0.6,1.2,0.5,0,0.6,1.5,0.5,0,0.7,1.7,0.5,0,0.7,1.7,0.4,0,0.5,1.2
09661,SK Aschaffenburg,117.6,162,177.4,11.7,8.8,14.6,23.5,12.6,10.5,15.2,24.5,12.8,9.6,15.7,24.8,13.1,11,16.3,25.4,13.2,11,16.7,25,13.3,11,17.2,24.3
09662,SK Schweinfurt,150,183.4,252,17.4,10.3,22.4,38.9,28.2,18.7,38.2,55.2,35.1,26.5,46.3,70.6,44.2,33.3,62.7,81.2,48.6,40,67.4,85.6,56.6,47.1,81.7,96.1
09663,SK Würzburg,94.9,126.8,169.3,0.9,0.6,1.1,2,1.1,0.6,1.6,2.8,1.2,0.9,1.6,3,1.4,1.1,1.8,3.3,1.4,1.1,1.7,3.1,1.3,1.1,1.9,3
09671,LK Aschaffenburg,99.7,119.3,132,11.2,10.1,14.8,19.7,12.2,11,16.1,20.5,12.6,11.2,16.3,20.1,12.6,10.9,16.4,20.8,12.7,10.9,16.7,20.6,13,10.9,16.9,21.3
09672,LK Bad Kissingen,103.9,130.5,153.9,3.8,2,4.1,8.6,4.2,2.3,4.4,9.7,4.3,2.3,4.4,9.9,4.4,2.3,4.3,9.8,3.9,2.3,4.1,8.3,3.9,2.2,4.1,8.4
09673,LK Rhön-Grabfeld,147.4,197.2,221,0.7,0,1,1.9,0.8,0,1.2,2.3,0.9,0.4,1.3,2.6,1.1,0.7,1.6,2.8,1.1,0.7,1.6,2.4,1.1,0.7,1.5,2.6
09674,LK Haßberge,157,229.9,326.4,7.7,0.5,10.1,28.6,8,0.7,11.2,28.6,8.1,0.9,12.2,28.6,8.4,1.2,12.5,28.7,8.2,1.2,12.2,28.1,9,1.8,14.5,28.7
09675,LK Kitzingen,87.6,121.8,145.7,5.1,0,2.7,12.9,5.4,0.8,3.3,13.8,5.5,1,3.3,13.2,5.3,1.1,3.6,10.5,5.7,1.1,3.7,14.6,6.3,2.1,4,17.9
09676,LK Miltenberg,103,131.5,182.4,2.2,0.8,1.8,6.1,2.3,1,2.1,6.7,2.3,1,2,6.7,2.4,0.9,2.1,6.7,2.5,0.9,2.4,6.7,2.7,1,3.2,7.3
09677,LK Main-Spessart,96.9,119.9,133.1,4.8,2.7,4.9,11,5.5,2.9,5.9,12.5,5.6,3,6,12.6,5.8,2.9,5.7,13.5,5.9,3,6,13.7,6.1,2.9,7.5,14.6
09678,LK Schweinfurt,103.3,149.4,196.6,16.4,10.2,18.5,37.9,26.9,17.8,30.6,52.3,33.6,21.7,40.8,76.1,39.2,29.6,48.4,84.9,41,29.6,60,78,40.7,32.2,54.4,76.3
09679,LK Würzburg,72.3,99.5,106.5,1.1,0.6,1.6,2.8,1.1,0.6,1.3,3.1,1.2,1,1.6,3.2,1.3,1,1.7,3.2,1.2,1,1.7,3,1.4,1.1,2,3.2
09761,SK Augsburg,148.9,194.7,243.5,6.7,6.2,8.7,11.9,6.8,6.4,9.2,11.9,6.9,6.5,9.3,11.9,6.8,6.6,8.7,11.7,6.7,6.5,8.8,11.2,6.9,6.7,8.8,11.5
09762,SK Kaufbeuren,148.6,195.9,250,10.9,5,13.9,23.1,12.5,8.6,16.6,26.4,13.2,8.5,17.6,29.9,13.8,9.7,17.8,29.9,14.1,11.1,17.9,30,14.4,8.8,17.7,32.4
09763,SK Kempten,159.5,219.8,279.5,5.7,0,5.6,19,6,0.7,6.1,19.3,6.2,0.7,6.2,19.5,6.3,0.7,6.6,20,6.7,1.5,7.3,20.5,8.1,3,9.1,22.6
09764,SK Memmingen,159.1,224.5,246.7,3.9,0,4.4,15.1,3.9,0,4.5,15.3,3.6,0,4.2,12.2,3.5,0,4,11.1,3.2,0,3.8,10.6,3.2,0,4.1,10.1
09771,LK Aichach-Friedberg,99.6,127.5,163.2,8.7,5.7,9.3,15.1,9.1,6,10.2,15.6,9.1,5.7,10.3,15.6,9,5.5,10.1,15.7,8.7,4.9,9.9,15.9,9.2,4.8,10.8,17.1
09772,LK Augsburg,121.4,165,193.5,0.9,0.3,0.7,1.1,1.1,0.4,0.7,1.8,1.2,0.5,1,1.7,1.3,0.7,1.3,1.8,1.5,0.8,1.3,1.7,1.6,0.8,1.4,2.7
09773,LK Dillingen a.d.Donau,87.4,119.3,154.7,0.6,0,0,2.6,0.7,0,0,2.6,0.7,0,0,2.7,0.7,0,0.3,2.5,0.6,0,0,2,0.6,0,0.6,2.5
09774,LK Günzburg,132.7,202.3,239.1,8,7.2,10.5,17.2,8.3,7.7,11,17.3,8.4,8,10.7,17.4,8.3,7.7,11.2,16.9,8.5,7.4,11.7,17.3,8.3,6.8,11.4,18.3
09775,LK Neu-Ulm,114.8,178.9,203.3,0.9,0.3,1.2,2,1.1,0.6,1.4,2.7,1.2,0.6,1.4,3.2,1.2,0.6,1.4,3.3,1.2,0.6,1.4,3.2,1.3,0.8,1.5,3.2
09776,LK Lindau,101.3,123.2,137.8,5,2.5,6.6,11.6,6.4,3.8,8.2,13.8,6.6,4,8.3,14.7,6.7,4.4,8.7,14.4,6,4.3,7.2,13.1,5.6,4.3,7.2,13
09777,LK Ostallgäu,179.2,240.3,275.2,9.9,7.3,12.8,21.5,11.2,8.9,13,23.3,11.7,10.3,13.7,23.3,12.3,10.3,13.7,23.3,12.7,10.3,14.7,23.8,13.6,9.6,17.2,26.5
09778,LK Unterallgäu,166.9,210.1,219.5,1.5,0.4,1.3,3.3,1.6,0.6,1.7,3.5,1.7,0.8,1.7,3.8,1.9,0.9,2,4.3,2,1.1,2.1,3.7,2.2,1.5,2.4,4.3
09779,LK Donau-Ries,141.2,190.8,248.2,1.9,0,0.5,1.1,2.8,0.3,0.9,2.7,3.4,0.3,1,5.7,3.7,0.4,1.3,6,3.8,0.4,1.5,6.2,4.4,0.9,2.3,6.9
09780,LK Oberallgäu,121.5,160.2,176.1,4.6,0.5,3.7,14.2,4.9,1.2,4.3,14.7,5.1,1.5,4.5,15.1,5.2,1.4,4.7,16.3,5.3,1.4,4.8,17.4,5.6,1.6,4.6,19.1
10041,LK Stadtverband Saarbrücken,109.2,154.6,165.7,3.5,0,0.3,18.6,4.1,0.2,0.5,20.2,4.1,0.2,0.5,20.4,4.2,0.3,1.6,20.9,4.4,0.4,1.4,21.3,4.9,0.4,2.8,21.4
10042,LK Merzig-Wadern,66.8,76.5,118.5,9.4,1.8,9.1,25,12.8,3.5,12,38.3,13.9,3.8,12,38.9,14.9,6.3,13.8,41.6,15.4,6.6,17.1,42.3,17.2,7.9,18.6,44.1
10043,LK Neunkirchen,114.3,150.1,163.5,5.2,1.2,6.2,12.8,6.4,2,9.1,17.9,7.1,2.8,10.6,16.7,7.9,3.8,12.4,18.4,8.3,4.1,12.2,21.4,9.1,6.8,13.5,20.3
10044,LK Saarlouis,90.1,119.3,141.9,10.8,9.1,15.3,21,11.5,10.4,16,21.5,11.6,10.2,15.3,21.7,11.6,9.6,14.8,21.5,11.8,10.8,15.3,20.5,12.5,11,16,22.7
10045,LK Saarpfalz-Kreis,76.6,107.6,113.1,8.8,8.2,13.5,17.4,9.2,8.7,13.6,17.4,9.4,8.7,13.6,17.5,9.3,8.7,13.7,17.6,9.2,8.7,13.6,18.1,9.4,8.7,14.5,19.2
10046,LK Sankt Wendel,79.2,98,113.6,0.8,0,0,1,0.8,0,0,1.1,0.8,0,0,1.1,0.9,0,0,1.1,0.9,0,0,1.2,0.9,0,0,1.1
11001,SK Berlin Mitte,122.4,151.6,177.4,8.6,5.3,11.9,20.7,10,6.5,13.5,20.7,10.7,7.1,14.5,20.8,11.4,8.3,15.4,21.8,11.8,8.7,15.4,23.6,13.1,9.6,16.3,27.1
11002,SK Berlin Friedrichshain-Kreuzberg,93.2,113.8,126.2,16.9,16.9,24.4,34.9,18.8,18.8,26,36.2,19.9,19.5,26.6,38.4,20.6,20.3,28.5,39.8,20.7,19.6,27.2,40.5,21.5,20.4,31.4,41.7
11003,SK Berlin Pankow,80.4,99.2,110.5,7.4,7.1,11.9,15.6,9,7.8,12.3,16.4,10.2,8.9,14.3,16.7,10.1,8.9,13.9,17,9.8,9,14,16.2,9.9,10,13.9,16.1
11004,SK Berlin Charlottenburg-Wilmersdorf,100.8,123.1,131.4,5.6,5.1,8.1,11.9,6.5,5.2,9.4,12.4,7.1,6.2,10.3,13.1,7.9,6.9,11.2,14.3,8.4,7.5,11.8,14.7,9.2,8.7,12.6,15.6
11005,SK Berlin Spandau,129,166.7,184.1,9,5.8,11.3,19.6,10,6.3,13,20.4,10.4,6.7,14,21.5,10.6,7,13.8,20.3,10.8,7.2,14.3,20.5,12.1,8.6,15,22.6
11006,SK Berlin Steglitz-Zehlendorf,84.3,96.1,103.8,14.3,14.4,20.9,27.3,14.5,14.2,21,27.5,14.5,14.4,21,28.1,14.8,14.4,20.9,28.4,15,14.2,21,28.5,15.9,14.4,20.8,31.3
11007,SK Berlin Tempelhof-Schöneberg,111.4,130.3,147.1,7.3,5.2,11.4,15.5,7.6,6.3,11.5,15.6,7.7,6.4,11.5,16.3,8,6.4,11.6,16.6,8.3,6.8,11.7,16.8,9.3,8.5,12.5,17.8
11008,SK Berlin Neukölln,135.3,173.5,184.6,11.7,9,19.4,23,14.1,12.1,21,24.3,14.8,12.9,21.3,25.4,15.8,14.1,22.4,27.4,16.2,15.1,23.1,28,16.5,16.2,23,28
11009,SK Berlin Treptow-Köpenick,84.5,98.5,116.3,9.2,7,15.7,20,10.1,7.3,15.8,20.5,10.5,8.2,15.8,20.4,10.7,8.2,15.9,20.8,10.8,8.3,16,20.8,11.3,9.5,16.2,20.6
11010,SK Berlin Marzahn-Hellersdorf,113.7,140.3,155.1,7.1,4.7,10.9,18,7.2,4.7,10.9,18,7.4,4.7,10.9,17.6,7.5,4.8,11.1,17.4,7.7,5.8,11,17.3,8.2,6,11.5,18.5
11011,SK Berlin Lichtenberg,108.7,131.7,151,9.5,9,15.7,19.7,11.2,10.8,17.4,21.1,12.3,11.9,18.3,21.5,13.9,14,20.7,24.9,14.7,15.2,21.4,25.6,16,17.1,22.2,26.8
11012,SK Berlin Reinickendorf,118,143,154,7.7,4.9,10.5,20.3,8.4,5.4,11.3,21.4,8.9,5.8,11.4,22.2,8.6,6.1,11.4,21.8,8.7,6.1,11.4,21.7,9.2,6.7,12.8,22.1
12051,SK Brandenburg a.d.Havel,89,119.1,126,0.4,0,0,0,0.4,0,0,0,0.4,0,0,0.2,0.5,0,0,1.1,0.6,0,0,2,1.2,0,2.2,3.6
12052,SK Cottbus,142,176.6,191.6,0.2,0,0,0,0.3,0,0,0.5,0.4,0,0,0.7,0.5,0,0.5,1.3,0.6,0,0.6,1.4,0.4,0,0.6,1.1
12053,SK Frankfurt (Oder),109,158,183.5,1.3,0,0,4,1.4,0,0,4,1.4,0,0,4.1,1.5,0,0,4.2,1.5,0,0,4.3,1.7,0,0,4.5
12054,SK Potsdam,89,115.6,122.4,2.3,1.5,3.1,4.2,3.7,3.2,4.8,6.7,4.5,3.9,5.3,7.6,5.1,4.5,6.4,8,5.2,4.6,6.5,8.4,5.6,5,6.5,8.7
12060,LK Barnim,85.4,96.5,113.3,2.6,1.9,3.5,5.5,4,3.3,5.6,7.7,4.7,3.9,6.3,10.1,5.1,4,6.8,9.9,5.1,4.5,7,10,5.2,4.3,7.5,10.8
